,Attendance,Time,Home,Playoffs?,Last Five,Curr Win %,Day of Week,Month,Rivalry?,LS Win %,V Pop,H Pop,Year,Hour,Capacity
29039,19812.0,2018-04-19 19:00:00,Miami Heat,1,4.0,0.6428571428571429,Thursday,April,0,0.5975609756097561,40,15,2018,1140,20093.0
29040,18551.0,2018-04-19 21:00:00,New Orleans Pelicans,1,1.0,0.5764705882352941,Thursday,April,0,0.5,27,4,2018,1260,18573.0
29041,18418.0,2018-04-19 21:30:00,San Antonio Spurs,1,1.0,0.5529411764705883,Thursday,April,0,0.711340206185567,23,14,2018,1290,18610.0
29042,17923.0,2018-04-20 19:00:00,Indiana Pacers,1,3.0,0.5882352941176471,Friday,April,0,0.4941176470588236,30,12,2018,1140,17923.0
29043,20356.0,2018-04-20 20:00:00,Washington Wizards,1,2.0,0.5176470588235295,Friday,April,0,0.5894736842105263,19,6,2018,1200,20409.0
29044,18717.0,2018-04-20 21:30:00,Milwaukee Bucks,1,2.0,0.5294117647058824,Friday,April,0,0.625,40,7,2018,1290,18717.0
29045,19804.0,2018-04-21 14:30:00,Miami Heat,1,4.0,0.6470588235294118,Saturday,April,0,0.5975609756097561,40,15,2018,870,20093.0
29046,18544.0,2018-04-21 17:00:00,New Orleans Pelicans,1,1.0,0.5697674418604651,Saturday,April,0,0.5,27,4,2018,1020,18573.0
29047,18978.0,2018-04-21 19:30:00,Minnesota Timberwolves,1,3.0,0.5647058823529412,Saturday,April,0,0.3780487804878049,36,4,2018,1170,18978.0
29048,18306.0,2018-04-21 22:00:00,Utah Jazz,1,3.0,0.5882352941176471,Saturday,April,0,0.5913978494623656,27,28,2018,1320,18306.0
29049,18717.0,2018-04-22 13:00:00,Milwaukee Bucks,1,2.0,0.5348837209302325,Sunday,April,0,0.625,40,7,2018,780,18717.0
29050,18418.0,2018-04-22 15:30:00,San Antonio Spurs,1,1.0,0.5581395348837209,Sunday,April,0,0.711340206185567,23,14,2018,930,18610.0
29051,20356.0,2018-04-22 18:00:00,Washington Wizards,1,2.0,0.5232558139534884,Sunday,April,0,0.5894736842105263,19,6,2018,1080,20409.0
29052,17923.0,2018-04-22 20:30:00,Indiana Pacers,1,2.0,0.5813953488372093,Sunday,April,0,0.4941176470588236,30,12,2018,1230,17923.0
29053,18978.0,2018-04-23 20:00:00,Minnesota Timberwolves,1,2.0,0.5581395348837209,Monday,April,0,0.3780487804878049,36,4,2018,1200,18978.0
29054,18306.0,2018-04-23 22:30:00,Utah Jazz,1,3.0,0.5930232558139535,Monday,April,0,0.5913978494623656,27,28,2018,1350,18306.0
29055,18624.0,2018-04-24 19:00:00,Boston Celtics,1,2.0,0.5287356321839081,Tuesday,April,0,0.6631578947368421,7,40,2018,1140,18624.0
29056,21171.0,2018-04-24 20:00:00,Philadelphia 76ers,1,4.0,0.6511627906976745,Tuesday,April,0,0.3414634146341464,15,40,2018,1200,21171.0
29057,19596.0,2018-04-24 22:30:00,Golden State Warriors,1,1.0,0.5517241379310345,Tuesday,April,0,0.8383838383838383,14,23,2018,1350,19596.0
29058,20562.0,2018-04-25 19:00:00,Cleveland Cavaliers,1,2.0,0.5747126436781609,Wednesday,April,0,0.8383838383838383,12,30,2018,1140,20562.0
29059,19987.0,2018-04-25 19:00:00,Toronto Raptors,1,2.0,0.5172413793103449,Wednesday,April,0,0.5978260869565217,6,19,2018,1140,20242.0
29060,18203.0,2018-04-25 21:30:00,Oklahoma City Thunder,1,3.0,0.5862068965517241,Wednesday,April,0,0.5517241379310345,28,27,2018,1290,18203.0
29061,18055.0,2018-04-25 21:30:00,Houston Rockets,1,1.0,0.5517241379310345,Wednesday,April,0,0.7419354838709677,4,36,2018,1290,18476.0
29062,18717.0,2018-04-26 20:00:00,Milwaukee Bucks,1,3.0,0.5340909090909091,Thursday,April,0,0.625,40,7,2018,1200,18717.0
29063,20356.0,2018-04-27 19:00:00,Washington Wizards,1,2.0,0.5113636363636364,Friday,April,0,0.5894736842105263,19,6,2018,1140,20409.0
29064,17923.0,2018-04-27 20:00:00,Indiana Pacers,1,2.0,0.5795454545454546,Friday,April,0,0.4941176470588236,30,12,2018,1200,17923.0
29065,18306.0,2018-04-27 22:30:00,Utah Jazz,1,4.0,0.5909090909090909,Friday,April,0,0.5913978494623656,27,28,2018,1350,18306.0
29066,18624.0,2018-04-28 20:00:00,Boston Celtics,1,3.0,0.5280898876404494,Saturday,April,0,0.6631578947368421,7,40,2018,1200,18624.0
29067,19596.0,2018-04-28 22:30:00,Golden State Warriors,1,4.0,0.5977011494252874,Saturday,April,0,0.8383838383838383,4,23,2018,1350,19596.0
29068,20562.0,2018-04-29 13:00:00,Cleveland Cavaliers,1,2.0,0.5730337078651685,Sunday,April,0,0.8383838383838383,12,30,2018,780,20562.0
29069,18055.0,2018-04-29 15:30:00,Houston Rockets,1,3.0,0.5842696629213483,Sunday,April,1,0.7419354838709677,28,36,2018,930,18476.0
29070,18624.0,2018-04-30 20:00:00,Boston Celtics,1,3.0,0.6436781609195402,Monday,April,1,0.6631578947368421,40,40,2018,1200,18624.0
29071,19954.0,2018-05-01 20:00:00,Toronto Raptors,1,2.0,0.7078651685393258,Tuesday,May,0,0.5978260869565217,47,14,2018,1200,20242.0
29072,19596.0,2018-05-01 22:30:00,Golden State Warriors,1,3.0,0.5909090909090909,Tuesday,May,0,0.8383838383838383,2,50,2018,1350,19596.0
29073,18055.0,2018-05-02 20:00:00,Houston Rockets,1,3.0,0.5888888888888889,Wednesday,May,1,0.7419354838709677,14,100,2018,1200,18476.0
29074,20127.0,2018-05-03 18:00:00,Toronto Raptors,1,2.0,0.7,Thursday,May,0,0.5978260869565217,47,14,2018,1080,20242.0
29075,18624.0,2018-05-03 20:30:00,Boston Celtics,1,3.0,0.6363636363636364,Thursday,May,1,0.6631578947368421,23,100,2018,1230,18624.0
29076,18551.0,2018-05-04 20:00:00,New Orleans Pelicans,1,3.0,0.5955056179775281,Friday,May,0,0.5,50,2,2018,1200,18573.0
29077,18306.0,2018-05-04 22:30:00,Utah Jazz,1,2.0,0.5824175824175825,Friday,May,1,0.5913978494623656,100,14,2018,1350,18306.0
29078,20758.0,2018-05-05 17:00:00,Philadelphia 76ers,1,2.0,0.6292134831460674,Saturday,May,1,0.3414634146341464,100,23,2018,1020,21171.0
29079,20562.0,2018-05-05 20:30:00,Cleveland Cavaliers,1,2.0,0.6923076923076923,Saturday,May,0,0.8383838383838383,14,47,2018,1230,20562.0
29080,18513.0,2018-05-06 15:30:00,New Orleans Pelicans,1,2.0,0.5888888888888889,Sunday,May,0,0.5,50,2,2018,930,18573.0
29081,18306.0,2018-05-06 20:00:00,Utah Jazz,1,2.0,0.5760869565217391,Sunday,May,1,0.5913978494623656,100,14,2018,1200,18306.0
29082,20936.0,2018-05-07 18:00:00,Philadelphia 76ers,1,2.0,0.6333333333333333,Monday,May,1,0.3414634146341464,100,23,2018,1080,21171.0
29083,20562.0,2018-05-07 20:30:00,Cleveland Cavaliers,1,1.0,0.6847826086956522,Monday,May,0,0.8383838383838383,14,47,2018,1230,20562.0
29084,18055.0,2018-05-08 20:00:00,Houston Rockets,1,1.0,0.5698924731182796,Tuesday,May,1,0.7419354838709677,14,100,2018,1200,18476.0
29085,19596.0,2018-05-08 22:30:00,Golden State Warriors,1,1.0,0.5824175824175825,Tuesday,May,0,0.8383838383838383,2,50,2018,1350,19596.0
29086,18624.0,2018-05-09 20:00:00,Boston Celtics,1,1.0,0.6263736263736264,Wednesday,May,1,0.6631578947368421,23,100,2018,1200,18624.0
29087,18624.0,2018-05-13 15:30:00,Boston Celtics,1,4.0,0.6170212765957447,Sunday,May,0,0.6631578947368421,47,100,2018,930,18624.0
29088,18055.0,2018-05-14 21:00:00,Houston Rockets,1,3.0,0.7849462365591398,Monday,May,0,0.7419354838709677,50,100,2018,1260,18476.0
29089,18624.0,2018-05-15 20:30:00,Boston Celtics,1,3.0,0.6105263157894737,Tuesday,May,0,0.6631578947368421,47,100,2018,1230,18624.0
29090,18119.0,2018-05-16 21:00:00,Houston Rockets,1,4.0,0.7872340425531915,Wednesday,May,0,0.7419354838709677,50,100,2018,1260,18476.0
29091,20562.0,2018-05-19 20:30:00,Cleveland Cavaliers,1,3.0,0.6145833333333334,Saturday,May,0,0.8383838383838383,100,47,2018,1230,20562.0
29092,19596.0,2018-05-20 20:00:00,Golden State Warriors,1,3.0,0.7789473684210526,Sunday,May,0,0.8383838383838383,100,50,2018,1200,19596.0
29093,20562.0,2018-05-21 20:30:00,Cleveland Cavaliers,1,3.0,0.6185567010309279,Monday,May,0,0.8383838383838383,100,47,2018,1230,20562.0
29094,19596.0,2018-05-22 21:00:00,Golden State Warriors,1,3.0,0.78125,Tuesday,May,0,0.8383838383838383,100,50,2018,1260,19596.0
29095,18624.0,2018-05-23 20:30:00,Boston Celtics,1,2.0,0.6122448979591837,Wednesday,May,0,0.6631578947368421,47,100,2018,1230,18624.0
29096,18208.0,2018-05-24 21:00:00,Houston Rockets,1,3.0,0.7835051546391752,Thursday,May,0,0.7419354838709677,50,100,2018,1260,18476.0
29097,20562.0,2018-05-25 20:30:00,Cleveland Cavaliers,1,3.0,0.6161616161616161,Friday,May,0,0.8383838383838383,100,47,2018,1230,20562.0
29098,19596.0,2018-05-26 21:00:00,Golden State Warriors,1,3.0,0.7755102040816326,Saturday,May,0,0.8383838383838383,100,50,2018,1260,19596.0
29099,18624.0,2018-05-27 20:30:00,Boston Celtics,1,4.0,0.62,Sunday,May,0,0.6631578947368421,47,100,2018,1230,18624.0
29100,18055.0,2018-05-28 21:00:00,Houston Rockets,1,2.0,0.7676767676767676,Monday,May,0,0.7419354838709677,50,100,2018,1260,18476.0
29101,19596.0,2018-05-31 21:00:00,Golden State Warriors,1,3.0,0.71,Thursday,May,1,0.8383838383838383,47,50,2018,1260,19596.0
29102,19596.0,2018-06-03 20:00:00,Golden State Warriors,1,4.0,0.7128712871287128,Sunday,June,1,0.8383838383838383,26,34,2018,1200,19596.0
29103,20562.0,2018-06-06 21:00:00,Cleveland Cavaliers,1,5.0,0.7156862745098039,Wednesday,June,1,0.8383838383838383,34,26,2018,1260,20562.0
29104,20562.0,2018-06-08 21:00:00,Cleveland Cavaliers,1,5.0,0.7184466019417476,Friday,June,1,0.8383838383838383,34,26,2018,1260,20562.0
29105,18624.0,2018-10-16 20:00:00,Boston Celtics,0,0.0,0.0,Tuesday,October,1,0.62,11,23,2018,1200,18624.0
29106,19596.0,2018-10-16 22:30:00,Golden State Warriors,0,0.0,0.0,Tuesday,October,0,0.7184466019417476,9,16,2018,1350,19596.0
29107,19191.0,2018-10-17 19:00:00,Orlando Magic,0,1.0,1.0,Wednesday,October,1,0.5243902439024389,9,28,2018,1140,19249.0
29108,17923.0,2018-10-17 19:00:00,Indiana Pacers,0,0.0,0.0,Wednesday,October,0,0.5730337078651685,3,3,2018,1140,17923.0
29109,20332.0,2018-10-17 19:00:00,Detroit Pistons,0,1.0,1.0,Wednesday,October,0,0.475609756097561,5,4,2018,1140,20491.0
29110,17889.0,2018-10-17 19:00:00,Charlotte Hornets,0,1.0,1.0,Wednesday,October,0,0.5853658536585366,4,6,2018,1140,19641.0
29111,18249.0,2018-10-17 19:30:00,New York Knicks,0,1.0,1.0,Wednesday,October,0,0.35365853658536583,9,3,2018,1170,19812.0
29112,19915.0,2018-10-17 19:30:00,Toronto Raptors,0,1.0,1.0,Wednesday,October,0,0.6847826086956522,5,11,2018,1170,20242.0
29113,18055.0,2018-10-17 20:00:00,Houston Rockets,0,1.0,1.0,Wednesday,October,0,0.7676767676767676,2,19,2018,1200,18476.0
29114,18354.0,2018-10-17 20:30:00,San Antonio Spurs,0,1.0,1.0,Wednesday,October,0,0.5517241379310345,2,7,2018,1230,18610.0
29115,17583.0,2018-10-17 22:00:00,Sacramento Kings,0,1.0,1.0,Wednesday,October,0,0.32926829268292684,9,5,2018,1320,17583.0
29116,19068.0,2018-10-17 22:30:00,Los Angeles Clippers,0,0.0,0.0,Wednesday,October,0,0.4268292682926829,4,1,2018,1350,19430.0
29117,18055.0,2018-10-17 22:30:00,Phoenix Suns,0,1.0,1.0,Wednesday,October,0,0.25609756097560976,5,27,2018,1350,18055.0
29118,20302.0,2018-10-18 20:00:00,Philadelphia 76ers,0,1.0,0.5,Thursday,October,0,0.6263736263736264,17,11,2018,1200,21171.0
29119,20409.0,2018-10-18 20:00:00,Washington Wizards,0,0.0,0.0,Thursday,October,0,0.5113636363636364,9,3,2018,1200,20409.0
29120,19996.0,2018-10-18 22:30:00,Portland Trail Blazers,0,1.0,1.0,Thursday,October,0,0.5697674418604651,16,16,2018,1350,20186.0
29121,17668.0,2018-10-19 19:00:00,Orlando Magic,0,1.0,0.5,Friday,October,0,0.5243902439024389,6,28,2018,1140,19249.0
29122,17732.0,2018-10-19 19:30:00,Brooklyn Nets,0,1.0,0.5,Friday,October,1,0.3375,3,5,2018,1170,17732.0
29123,19800.0,2018-10-19 20:00:00,Toronto Raptors,0,2.0,1.0,Friday,October,0,0.6847826086956522,23,11,2018,1200,20242.0
29124,18337.0,2018-10-19 20:00:00,New Orleans Pelicans,0,0.0,0.0,Friday,October,0,0.5824175824175825,5,2,2018,1200,18573.0
29125,18978.0,2018-10-19 20:00:00,Minnesota Timberwolves,0,1.0,0.5,Friday,October,0,0.5517241379310345,5,2,2018,1200,18978.0
29126,17019.0,2018-10-19 20:00:00,Memphis Grizzlies,0,1.0,0.5,Friday,October,0,0.5925925925925926,9,3,2018,1200,18119.0
29127,17341.0,2018-10-19 20:30:00,Milwaukee Bucks,0,2.0,1.0,Friday,October,0,0.5280898876404494,3,4,2018,1230,18717.0
29128,14816.0,2018-10-19 22:30:00,Los Angeles Clippers,0,0.0,0.0,Friday,October,0,0.4268292682926829,9,1,2018,1350,19430.0
29129,18306.0,2018-10-19 22:30:00,Utah Jazz,0,1.0,0.5,Friday,October,0,0.5698924731182796,16,9,2018,1350,18306.0
29130,17007.0,2018-10-20 19:00:00,Indiana Pacers,0,2.0,0.6666666666666666,Saturday,October,0,0.5730337078651685,5,3,2018,1140,17923.0
29131,16185.0,2018-10-20 19:00:00,Washington Wizards,0,0.0,0.0,Saturday,October,0,0.5113636363636364,11,3,2018,1140,20409.0
29132,19427.0,2018-10-20 19:30:00,New York Knicks,0,1.0,0.3333333333333333,Saturday,October,1,0.35365853658536583,23,3,2018,1170,19812.0
29133,20300.0,2018-10-20 19:30:00,Philadelphia 76ers,0,2.0,0.6666666666666666,Saturday,October,0,0.6263736263736264,28,11,2018,1170,21171.0
29134,21289.0,2018-10-20 20:00:00,Chicago Bulls,0,2.0,1.0,Saturday,October,1,0.475609756097561,4,17,2018,1200,22983.0
29135,19600.0,2018-10-20 20:00:00,Miami Heat,0,1.0,0.3333333333333333,Saturday,October,0,0.6511627906976745,6,9,2018,1200,20093.0
29136,20205.0,2018-10-20 20:30:00,Dallas Mavericks,0,1.0,0.3333333333333333,Saturday,October,0,0.25609756097560976,2,5,2018,1230,20394.0
29137,19592.0,2018-10-20 21:00:00,Denver Nuggets,0,1.0,0.5,Saturday,October,0,0.573170731707317,27,4,2018,1260,20103.0
29138,19461.0,2018-10-20 22:00:00,Portland Trail Blazers,0,1.0,0.5,Saturday,October,0,0.5697674418604651,7,16,2018,1320,20186.0
29139,18997.0,2018-10-20 22:30:00,Los Angeles Lakers,0,0.0,0.0,Saturday,October,0,0.4268292682926829,19,16,2018,1350,18997.0
29140,19432.0,2018-10-21 18:00:00,Cleveland Cavaliers,0,0.0,0.0,Sunday,October,0,0.7184466019417476,9,5,2018,1080,20562.0
29141,18203.0,2018-10-21 19:00:00,Oklahoma City Thunder,0,1.0,0.3333333333333333,Sunday,October,0,0.5909090909090909,5,9,2018,1140,18203.0
29142,19520.0,2018-10-21 20:00:00,Denver Nuggets,0,2.0,0.6666666666666666,Sunday,October,0,0.573170731707317,16,4,2018,1200,20103.0
29143,16149.0,2018-10-21 21:00:00,Los Angeles Clippers,0,2.0,0.6666666666666666,Sunday,October,0,0.4268292682926829,19,1,2018,1260,19430.0
29144,18624.0,2018-10-22 19:30:00,Boston Celtics,0,2.0,0.5,Monday,October,0,0.62,28,23,2018,1170,18624.0
29145,19800.0,2018-10-22 19:30:00,Toronto Raptors,0,4.0,1.0,Monday,October,0,0.6847826086956522,6,11,2018,1170,20242.0
29146,16228.0,2018-10-22 20:00:00,Milwaukee Bucks,0,1.0,0.25,Monday,October,0,0.5280898876404494,3,4,2018,1200,18717.0
29147,10371.0,2018-10-22 20:00:00,Minnesota Timberwolves,0,2.0,0.5,Monday,October,0,0.5517241379310345,3,2,2018,1200,18978.0
29148,19291.0,2018-10-22 20:30:00,Dallas Mavericks,0,2.0,0.6666666666666666,Monday,October,0,0.25609756097560976,17,5,2018,1230,20394.0
29149,18306.0,2018-10-22 21:00:00,Utah Jazz,0,1.0,0.3333333333333333,Monday,October,0,0.5698924731182796,3,9,2018,1260,18306.0
29150,19187.0,2018-10-22 22:00:00,Portland Trail Blazers,0,1.0,0.3333333333333333,Monday,October,0,0.5697674418604651,3,16,2018,1320,20186.0
29151,19596.0,2018-10-22 22:30:00,Golden State Warriors,0,1.0,0.3333333333333333,Monday,October,0,0.7184466019417476,27,16,2018,1350,19596.0
29152,18997.0,2018-10-22 22:30:00,Los Angeles Lakers,0,2.0,0.6666666666666666,Monday,October,1,0.4268292682926829,7,16,2018,1350,18997.0
29153,14418.0,2018-10-23 19:00:00,Detroit Pistons,0,2.0,0.5,Tuesday,October,0,0.475609756097561,11,4,2018,1140,20491.0
29154,14625.0,2018-10-23 20:00:00,New Orleans Pelicans,0,3.0,1.0,Tuesday,October,0,0.5824175824175825,1,2,2018,1200,18573.0
29155,13214.0,2018-10-23 21:00:00,Denver Nuggets,0,1.0,0.25,Tuesday,October,0,0.573170731707317,5,4,2018,1260,20103.0
29156,19432.0,2018-10-24 19:00:00,Cleveland Cavaliers,0,0.0,0.0,Wednesday,October,0,0.7184466019417476,5,5,2018,1140,20562.0
29157,16705.0,2018-10-24 19:00:00,Atlanta Hawks,0,2.0,0.5,Wednesday,October,0,0.6375,5,9,2018,1140,16739.0
29158,19600.0,2018-10-24 19:30:00,Miami Heat,0,1.0,0.2,Wednesday,October,1,0.6511627906976745,3,9,2018,1170,20093.0
29159,19800.0,2018-10-24 19:30:00,Toronto Raptors,0,5.0,1.0,Wednesday,October,0,0.6847826086956522,2,11,2018,1170,20242.0
29160,19170.0,2018-10-24 20:00:00,Chicago Bulls,0,1.0,0.25,Wednesday,October,0,0.475609756097561,6,17,2018,1200,22983.0
29161,18055.0,2018-10-24 20:00:00,Houston Rockets,0,2.0,0.5,Wednesday,October,1,0.7676767676767676,9,19,2018,1200,18476.0
29162,18354.0,2018-10-24 20:30:00,San Antonio Spurs,0,2.0,0.5,Wednesday,October,0,0.5517241379310345,3,7,2018,1230,18610.0
29163,17341.0,2018-10-24 21:30:00,Milwaukee Bucks,0,2.0,0.4,Wednesday,October,0,0.5280898876404494,11,4,2018,1290,18717.0
29164,18055.0,2018-10-24 22:00:00,Phoenix Suns,0,1.0,0.25,Wednesday,October,0,0.25609756097560976,16,27,2018,1320,18055.0
29165,14198.0,2018-10-24 22:00:00,Sacramento Kings,0,2.0,0.4,Wednesday,October,0,0.32926829268292684,3,5,2018,1320,17583.0
29166,19596.0,2018-10-24 22:30:00,Golden State Warriors,0,1.0,0.25,Wednesday,October,0,0.7184466019417476,3,16,2018,1350,19596.0
29167,15896.0,2018-10-25 19:00:00,Detroit Pistons,0,4.0,1.0,Thursday,October,0,0.475609756097561,5,4,2018,1140,20491.0
29168,15114.0,2018-10-25 19:00:00,Orlando Magic,0,3.0,0.75,Thursday,October,0,0.5243902439024389,16,28,2018,1140,19249.0
29169,18203.0,2018-10-25 20:00:00,Oklahoma City Thunder,0,0.0,0.0,Thursday,October,0,0.5909090909090909,23,9,2018,1200,18203.0
29170,18997.0,2018-10-25 22:30:00,Los Angeles Lakers,0,2.0,0.4,Thursday,October,0,0.4268292682926829,4,16,2018,1350,18997.0
29171,15220.0,2018-10-26 19:00:00,Charlotte Hornets,0,1.0,0.2,Friday,October,0,0.5853658536585366,17,6,2018,1140,19641.0
29172,19800.0,2018-10-26 19:30:00,Toronto Raptors,0,5.0,1.0,Friday,October,0,0.6847826086956522,5,11,2018,1170,20242.0
29173,19812.0,2018-10-26 19:30:00,New York Knicks,0,0.0,0.16666666666666666,Friday,October,0,0.35365853658536583,16,3,2018,1170,19812.0
29174,18055.0,2018-10-26 20:00:00,Houston Rockets,0,3.0,0.6,Friday,October,0,0.7676767676767676,1,19,2018,1200,18476.0
29175,16334.0,2018-10-26 20:00:00,Minnesota Timberwolves,0,2.0,0.3333333333333333,Friday,October,0,0.5517241379310345,4,2,2018,1200,18978.0
29176,15272.0,2018-10-26 20:00:00,New Orleans Pelicans,0,4.0,1.0,Friday,October,0,0.5824175824175825,5,2,2018,1200,18573.0
29177,14101.0,2018-10-26 22:00:00,Sacramento Kings,0,1.0,0.2,Friday,October,0,0.32926829268292684,3,5,2018,1320,17583.0
29178,18120.0,2018-10-27 19:00:00,Detroit Pistons,0,4.0,0.8,Saturday,October,1,0.475609756097561,23,4,2018,1140,20491.0
29179,16373.0,2018-10-27 19:00:00,New Orleans Pelicans,0,3.0,0.6,Saturday,October,0,0.5824175824175825,9,2,2018,1140,18573.0
29180,15549.0,2018-10-27 19:30:00,Atlanta Hawks,0,2.0,0.3333333333333333,Saturday,October,0,0.6375,17,9,2018,1170,16739.0
29181,19432.0,2018-10-27 19:30:00,Cleveland Cavaliers,0,3.0,0.6666666666666666,Saturday,October,0,0.7184466019417476,3,5,2018,1170,20562.0
29182,20203.0,2018-10-27 19:30:00,Philadelphia 76ers,0,3.0,0.5,Saturday,October,0,0.6263736263736264,6,11,2018,1170,21171.0
29183,15926.0,2018-10-27 20:00:00,Memphis Grizzlies,0,1.0,0.2,Saturday,October,0,0.5925925925925926,27,3,2018,1200,18119.0
29184,19600.0,2018-10-27 20:00:00,Miami Heat,0,3.0,0.6,Saturday,October,0,0.6511627906976745,16,9,2018,1200,20093.0
29185,17341.0,2018-10-27 20:30:00,Milwaukee Bucks,0,1.0,0.3333333333333333,Saturday,October,0,0.5280898876404494,28,4,2018,1230,18717.0
29186,18589.0,2018-10-27 20:30:00,San Antonio Spurs,0,3.0,0.6,Saturday,October,1,0.5517241379310345,16,7,2018,1230,18610.0
29187,17732.0,2018-10-28 17:00:00,Brooklyn Nets,0,4.0,0.8571428571428571,Sunday,October,0,0.3375,16,5,2018,1020,17732.0
29188,18203.0,2018-10-28 19:00:00,Oklahoma City Thunder,0,0.0,0.16666666666666666,Sunday,October,0,0.5909090909090909,27,9,2018,1140,18203.0
29189,19571.0,2018-10-28 19:00:00,Dallas Mavericks,0,3.0,0.6666666666666666,Sunday,October,0,0.25609756097560976,9,5,2018,1140,20394.0
29190,16491.0,2018-10-28 21:30:00,Los Angeles Clippers,0,1.0,0.16666666666666666,Sunday,October,0,0.4268292682926829,3,1,2018,1290,19430.0
29191,15788.0,2018-10-29 19:00:00,Indiana Pacers,0,3.0,0.6666666666666666,Monday,October,0,0.5730337078651685,16,3,2018,1140,17923.0
29192,20269.0,2018-10-29 19:00:00,Philadelphia 76ers,0,3.0,0.5714285714285714,Monday,October,0,0.6263736263736264,9,11,2018,1140,21171.0
29193,19600.0,2018-10-29 19:30:00,Miami Heat,0,4.0,0.5714285714285714,Monday,October,0,0.6511627906976745,5,9,2018,1170,20093.0
29194,19221.0,2018-10-29 19:30:00,New York Knicks,0,1.0,0.2857142857142857,Monday,October,1,0.35365853658536583,5,3,2018,1170,19812.0
29195,21076.0,2018-10-29 20:00:00,Chicago Bulls,0,5.0,0.875,Monday,October,0,0.475609756097561,16,17,2018,1200,22983.0
29196,17341.0,2018-10-29 20:00:00,Milwaukee Bucks,0,4.0,0.8571428571428571,Monday,October,0,0.5280898876404494,11,4,2018,1200,18717.0
29197,18978.0,2018-10-29 20:00:00,Minnesota Timberwolves,0,2.0,0.42857142857142855,Monday,October,0,0.5517241379310345,16,2,2018,1200,18978.0
29198,18354.0,2018-10-29 20:30:00,San Antonio Spurs,0,3.0,0.6666666666666666,Monday,October,0,0.5517241379310345,5,7,2018,1230,18610.0
29199,15217.0,2018-10-29 21:00:00,Denver Nuggets,0,3.0,0.6666666666666666,Monday,October,0,0.573170731707317,2,4,2018,1260,20103.0
29200,14117.0,2018-10-30 19:00:00,Charlotte Hornets,0,2.0,0.42857142857142855,Tuesday,October,0,0.5853658536585366,9,6,2018,1140,19641.0
29201,19432.0,2018-10-30 19:00:00,Cleveland Cavaliers,0,1.0,0.14285714285714285,Tuesday,October,0,0.7184466019417476,9,5,2018,1140,20562.0
29202,15074.0,2018-10-30 19:00:00,Orlando Magic,0,4.0,0.625,Tuesday,October,0,0.5243902439024389,5,28,2018,1140,19249.0
29203,19800.0,2018-10-30 19:30:00,Toronto Raptors,0,4.0,0.875,Tuesday,October,0,0.6847826086956522,11,11,2018,1170,20242.0
29204,18624.0,2018-10-30 19:30:00,Boston Celtics,0,3.0,0.6666666666666666,Tuesday,October,1,0.62,4,23,2018,1170,18624.0
29205,18055.0,2018-10-30 20:00:00,Houston Rockets,0,3.0,0.7142857142857143,Tuesday,October,0,0.7676767676767676,16,19,2018,1200,18476.0
29206,14106.0,2018-10-30 20:00:00,Memphis Grizzlies,0,1.0,0.14285714285714285,Tuesday,October,0,0.5925925925925926,3,3,2018,1200,18119.0
29207,18203.0,2018-10-30 20:00:00,Oklahoma City Thunder,0,2.0,0.3333333333333333,Tuesday,October,0,0.5909090909090909,1,9,2018,1200,18203.0
29208,12862.0,2018-10-31 19:30:00,Brooklyn Nets,0,2.0,0.5714285714285714,Wednesday,October,0,0.3375,4,5,2018,1170,17732.0
29209,19027.0,2018-10-31 20:00:00,Chicago Bulls,0,4.0,0.8571428571428571,Wednesday,October,0,0.475609756097561,4,17,2018,1200,22983.0
29210,10079.0,2018-10-31 20:00:00,Minnesota Timberwolves,0,3.0,0.5714285714285714,Wednesday,October,0,0.5517241379310345,9,2,2018,1200,18978.0
29211,18295.0,2018-10-31 20:00:00,New York Knicks,0,1.0,0.25,Wednesday,October,1,0.35365853658536583,3,3,2018,1200,19812.0
29212,19596.0,2018-10-31 22:30:00,Golden State Warriors,0,2.0,0.5714285714285714,Wednesday,October,0,0.7184466019417476,2,16,2018,1350,19596.0
29213,18997.0,2018-10-31 22:30:00,Los Angeles Lakers,0,3.0,0.375,Wednesday,October,0,0.4268292682926829,5,16,2018,1350,18997.0
29214,12328.0,2018-10-31 22:30:00,Phoenix Suns,0,4.0,0.7142857142857143,Wednesday,October,1,0.25609756097560976,7,27,2018,1350,18055.0
29215,14583.0,2018-11-01 19:00:00,Charlotte Hornets,0,3.0,0.42857142857142855,Thursday,November,0,0.5853658536585366,11,7,2018,1140,19641.0
29216,19432.0,2018-11-01 19:00:00,Cleveland Cavaliers,0,4.0,0.875,Thursday,November,0,0.7184466019417476,5,5,2018,1140,20562.0
29217,20246.0,2018-11-01 19:00:00,Philadelphia 76ers,0,3.0,0.5555555555555556,Thursday,November,0,0.6263736263736264,2,21,2018,1140,21171.0
29218,12095.0,2018-11-01 19:30:00,Atlanta Hawks,0,5.0,0.6666666666666666,Thursday,November,0,0.6375,7,9,2018,1170,16739.0
29219,18624.0,2018-11-01 20:00:00,Boston Celtics,0,4.0,0.875,Thursday,November,0,0.62,6,25,2018,1200,18624.0
29220,18921.0,2018-11-01 22:30:00,Portland Trail Blazers,0,4.0,0.75,Thursday,November,0,0.5697674418604651,1,19,2018,1350,20186.0
29221,15953.0,2018-11-02 19:00:00,Orlando Magic,0,1.0,0.25,Friday,November,0,0.5243902439024389,2,32,2018,1140,19249.0
